user,item,label,timestamp,genre
4647,3499,3,963965261,horror
1908,266,2,974697473,drama
274,3702,4,976596537,action
429,111,5,976258091,drama
4802,2403,3,962939855,action
800,2782,5,975402716,horror
1314,1097,5,975531167,children's
5059,555,5,962485979,action
3573,260,5,966734850,action
1262,2858,4,974820363,comedy
1015,2939,3,981863269,drama
4227,1690,4,965321275,action
2876,3030,5,972408946,comedy
2812,2058,3,972699466,action
4771,759,3,1009072917,documentary
3526,3696,1,966906216,comedy
4789,110,3,963000640,action
5011,405,3,962587534,action
5482,3396,4,959973111,children's
26,3219,3,978275185,thriller
5512,1894,5,959712812,adventure
1685,1307,3,974711307,comedy
3031,2133,4,970410530,adventure
4979,1037,2,962602311,action
412,1196,4,976554664,action
4425,2259,3,965112340,comedy
3410,1299,4,967431231,drama
1121,1669,4,974913224,romance
5490,3060,4,959815771,comedy
3656,2312,4,966448398,drama
2170,1299,5,974611399,drama
5677,3168,2,958955797,adventure
3657,2006,5,966447621,action
327,1348,5,976398499,horror
4954,2891,4,962727373,comedy
5627,1342,3,959047240,horror
1470,213,2,974839293,drama
1252,1185,4,981132148,drama
2922,405,4,971650452,action
5368,1754,4,960497465,action
3647,70,4,966467816,action
149,21,5,977326806,action
129,1201,5,977433459,action
3656,1077,4,966448683,comedy
1904,2161,3,974758303,adventure
4732,799,4,963332896,comedy
2395,293,3,984760208,crime
3729,3527,4,967405516,action
5754,955,4,958271417,comedy
4725,653,4,963369154,action
570,2694,3,975999461,comedy
4888,1104,4,962739954,drama
1164,2572,3,1004486670,comedy
3052,2528,5,970178702,action
3147,2058,5,968966403,action
3442,1373,3,967305818,action
765,1380,5,975612935,comedy
2166,1917,4,974614772,action
1050,1594,3,974965574,drama
5763,46,1,959537670,drama
3773,1333,3,966048280,horror
1182,2788,3,974917863,comedy
3261,3448,4,968938294,comedy
2849,3707,3,972509265,drama
1916,2988,4,974694813,drama
1843,1952,5,974773447,drama
1605,2174,3,974930574,comedy
678,1028,5,989502120,children's
1164,3618,4,1004485958,comedy
1019,3632,4,978468206,comedy
4890,1611,3,962740134,drama
3299,2117,4,968036678,drama
2580,1641,5,973890019,comedy
1402,1912,3,974763708,action
1587,3044,4,974742589,mystery
1059,2734,3,974952209,drama
5246,3477,3,961375587,comedy
430,1294,4,976251232,comedy
3807,2901,5,965966217,horror
2820,1779,2,972675794,adventure
4314,3745,3,965256775,adventure
5074,3448,3,964750603,comedy
3180,1866,2,968802044,action
3498,3499,5,966999636,horror
3827,1689,4,966129493,comedy
526,1201,5,976161565,action
4728,132,3,1032136406,thriller
1594,3946,2,974733654,action
4279,1769,4,965283074,action
2837,231,3,972573468,comedy
721,2956,3,976465255,action
3217,2384,3,968456264,children's
4951,2208,4,962644157,comedy
4322,3102,4,965251673,thriller
4083,2087,4,965458130,animation
2794,1939,5,972920537,drama
2878,2105,4,972362341,action
604,592,4,975871915,action
531,3535,2,983563764,comedy
3056,1527,3,970124395,action
1215,1580,5,974842832,action
5315,1210,4,960918846,action
204,1007,3,983857199,children's
5257,1885,4,961261598,comedy
5090,1345,5,963863366,horror
4043,454,4,965501776,drama
604,442,3,975871570,action
3588,1199,3,966661330,sci-fi
1029,1029,3,993323801,animation
390,3730,4,976313734,drama
1554,3334,4,974741366,crime
4250,3667,3,965309438,action
5600,2133,4,959464469,adventure
5580,419,3,996164651,comedy
686,380,2,975601926,action
544,912,5,976119571,drama
1094,1222,4,974930233,action
149,3755,3,977325283,action
3942,1974,4,965694475,horror
5096,1257,4,962380104,comedy
2222,2156,5,974858297,comedy
5305,2692,5,960939805,action
3371,2065,2,967662448,comedy
2580,1441,4,973890236,comedy
14,2572,1,978200645,comedy
4277,466,3,966423080,action
2221,2311,4,974601279,mystery
92,3438,4,986710732,action
2047,1391,2,975005044,action
150,2700,4,977303100,animation
2015,1997,5,975036718,horror
4508,799,3,964980505,comedy
2059,608,3,974754772,crime
3529,2005,3,966897853,adventure
3148,2804,4,968961873,comedy
3834,93,3,966396043,comedy
1058,2716,4,974957071,comedy
4621,1339,4,964119425,horror
2485,2000,5,974144581,action
4816,32,5,965868220,drama
3519,1784,4,985029444,comedy
2419,2504,3,974240000,comedy
256,494,3,976678096,action
1322,924,4,974781409,drama
5026,1686,3,962580383,crime
329,1301,3,976394296,sci-fi
858,3697,3,975345328,action
3697,3238,1,966301745,thriller
5223,804,3,961531203,comedy
136,1059,4,977422820,drama
1820,3271,4,974703265,drama
1329,1411,4,976899423,drama
1447,1388,3,981017817,action
1683,2385,2,974708153,comedy
1140,111,3,974876475,drama
1088,1466,4,983743901,crime
5519,2033,2,959659779,animation
1809,2688,2,974698389,drama
5836,2321,3,957844578,comedy
4277,2359,5,974636896,comedy
4221,2762,2,965316653,thriller
2941,2517,1,971346821,horror
1837,1580,3,974901296,action
2205,3550,3,974605826,horror
3685,1223,5,966862722,animation
333,1246,5,996354912,drama
2231,750,5,974602519,sci-fi
4715,2416,3,963527805,comedy
1851,436,1,974695758,drama
2119,1231,4,974997461,drama
36,1276,5,978210521,comedy
2172,1247,4,974667522,drama
5865,1215,3,957653829,action
4563,34,3,964493777,children's
1447,2640,4,981020530,action
3216,1784,4,968461354,comedy
5037,25,4,962549339,drama
3929,788,3,965712705,comedy
1804,2917,4,975904857,crime
5074,1304,3,962429935,action
1179,3175,4,974867725,adventure
3713,1663,4,966271714,comedy
4680,2521,4,963709563,drama
2496,1258,4,974349850,horror
1586,1083,5,974738483,comedy
1120,2050,3,975537669,adventure
3216,955,1,968460996,comedy
817,2408,4,975387826,comedy
3333,3949,4,993537628,drama
960,2671,4,975124913,comedy
5795,3034,4,958146036,animation
705,1882,1,975546723,action
3418,1699,4,967397690,drama
2374,3461,4,974337169,adventure
3476,2379,1,968951469,comedy
4053,1128,3,965495721,horror
752,1022,1,975610738,animation
620,3052,3,975800691,comedy
3519,1959,4,968342754,drama
1749,1415,4,974753845,crime
1291,3319,3,1010007372,drama
5397,780,2,960311172,action
1262,3392,2,974820234,comedy
1331,3044,4,974951909,mystery
4291,2641,3,965274890,action
1298,3039,4,974848694,comedy
1156,2724,4,974865124,comedy
2263,356,4,974581229,comedy
5056,2668,4,962485320,horror
1842,1,5,993443230,animation
4699,589,5,963563936,action
1017,2666,3,975009090,sci-fi
3499,1649,4,966997342,documentary
816,3133,4,975468461,comedy
3186,913,5,968699454,film-noir
4140,237,1,965351578,comedy
204,798,3,978049398,action
376,1179,4,980620505,crime
2848,1952,4,972513787,drama
1451,1033,3,987048575,animation
2909,2792,2,971973587,comedy
667,2454,4,975639858,horror
1870,2985,5,974695271,action
2231,3811,3,974598286,drama
602,1320,5,975878425,action
5614,1356,4,959133136,action
3246,349,3,968310337,action
4655,2690,5,963902156,comedy
2592,3947,4,974056754,thriller
3824,110,4,970244175,action
2038,1292,4,974669119,comedy
5220,1096,4,961541936,drama
1300,66,1,974786246,sci-fi
2878,185,4,972362497,sci-fi
5111,1960,4,962426389,drama
3158,2348,4,979170940,drama
4316,1358,4,965254803,drama
4041,2700,4,965511767,animation
2303,1619,4,974496435,drama
2419,1043,3,974303222,drama
1750,3920,4,974703677,drama
5539,3108,3,968170342,comedy
157,597,3,977250311,comedy
3792,1994,5,966360442,horror
3067,2353,3,969996925,action
1683,3098,5,974710510,drama
5841,1028,5,957821540,children's
822,1271,5,975469909,drama
3769,3868,5,966637816,comedy
5390,367,3,960328449,comedy
4577,2524,3,964403596,action
3992,1291,4,965590015,action
4824,1408,3,962916270,action
6040,3471,4,957717463,drama
3391,1674,4,1046199975,drama
957,2761,4,977201700,animation
62,1089,3,977901571,crime
2304,2747,1,974501755,comedy
616,3160,4,975802731,drama
3420,47,5,989511171,crime
966,150,3,975115782,drama
1147,247,3,974873547,drama
3589,1373,4,966655587,action
4384,3812,4,965188762,comedy
3569,1073,4,968212063,adventure
1530,1079,4,985055898,comedy
521,903,4,976198767,mystery
1503,592,4,974770900,action
5736,955,4,958502311,comedy
2926,661,4,1006657282,animation
2359,3129,5,983721567,comedy
4980,2702,3,963982069,drama
5222,2301,4,961530305,comedy
6030,1199,5,956718405,sci-fi
3189,2621,3,969870941,drama
3730,260,4,966213402,action
1096,3255,4,974929180,comedy
5378,2443,3,960402423,drama
5947,3546,3,957190696,drama
1524,2291,4,974750025,drama
4522,1374,3,964825401,action
2810,374,3,972771606,children's
3806,1261,4,965965799,action
1017,3573,1,975013140,horror
660,3591,3,975698856,comedy
2092,3247,3,974653158,comedy
3953,2291,4,965677480,drama
839,2262,3,980813253,comedy
2793,2822,2,972937080,adventure
4918,1321,3,966908692,horror
3934,1028,2,965706092,children's
3808,342,5,965962963,comedy
429,356,5,976255046,comedy
4289,3479,5,965275409,adventure
5614,1476,3,964398212,comedy
5443,367,4,959990458,comedy
5097,2710,3,962373985,horror
2222,1784,5,974599250,comedy
2820,3223,2,972659603,drama
3507,1552,1,967067366,action
5954,960,5,957652579,crime
1828,2771,3,974700432,drama
5182,1088,5,961789626,musical
1655,1746,3,974711123,comedy
5673,34,3,958678409,children's
5220,2246,3,961543081,comedy
3144,3857,5,968977944,thriller
5113,2731,3,971972946,drama
1413,2353,2,986517604,action
1960,2988,4,975707297,drama
2153,292,4,974621987,action
3608,1904,4,966612823,comedy
5142,260,5,962147092,action
1380,1688,3,978113989,animation
117,2527,3,977508285,action
4194,1517,3,965327220,comedy
2092,1244,4,974670806,comedy
1835,266,5,974879134,drama
4233,908,4,965310527,drama
674,3527,3,975620463,action
2102,1918,1,974654423,action
2458,1270,5,974176634,comedy
4173,1760,2,965334948,comedy
3792,3034,3,966635555,animation
2943,858,5,971320674,action
5614,3706,4,959187760,film-noir
3246,3717,3,968307230,action
2784,3160,4,973017341,drama
3254,235,2,968281367,comedy
3505,223,5,979346753,comedy
5133,3174,4,962090232,comedy
4048,2000,5,965498090,action
338,2012,3,976347556,comedy
4139,152,3,965348981,horror
3672,2617,4,966376950,action
1451,3157,5,1008268289,children's
5803,858,3,957995734,action
533,227,3,976209688,action
2063,485,1,974665086,action
1150,3911,4,974869762,comedy
788,2916,3,975429591,action
1524,1240,4,974747427,action
3650,474,5,970772063,action
4094,2058,5,965420618,action
977,2915,3,975109411,comedy
712,1603,1,975602387,sci-fi
4238,1298,5,965416296,drama
4789,1197,5,963006736,action
3638,272,4,966489821,drama
1389,1681,1,974958321,action
5075,2455,4,962422114,horror
4868,1196,4,966445071,action
94,2455,4,977628669,horror
4057,529,4,965490165,drama
934,2044,2,992547140,comedy
5822,1348,5,957901737,horror
475,3702,3,976220752,action
4164,1569,2,965333869,comedy
4897,2668,3,962716427,horror
4116,1615,4,965361853,adventure
3483,3008,3,970067247,thriller
8,3006,3,978230227,drama
163,2712,3,978231737,drama
398,1394,5,1044566989,comedy
4517,3826,1,974438444,horror
2953,2762,5,971216557,thriller
4887,2746,3,962849460,comedy
3458,2828,3,967225800,children's
3129,2985,4,969365990,action
1910,2794,4,974694496,comedy
3272,2792,4,971255667,comedy
2315,489,2,974478452,comedy
2380,1500,5,974330348,comedy
2611,1699,3,973803992,drama
2342,1721,1,974416590,drama
4681,3077,5,963682973,documentary
2098,1208,4,974653282,drama
4337,1301,4,965237420,sci-fi
4030,1226,3,968911099,comedy
4227,1341,2,965412767,horror
5148,2539,3,962014737,comedy
278,2617,5,976586586,action
4272,1320,3,965301833,action
1935,3555,3,974869187,action
1221,3324,1,974842798,comedy
5845,2724,3,957799294,comedy
2870,272,1,972439658,drama
3182,203,1,968780933,comedy
1059,926,2,978282108,drama
298,661,4,976510420,animation
1325,50,4,974778397,crime
4452,230,3,965088985,drama
3131,1916,5,969235526,action
3763,1136,5,966093946,comedy
3328,2112,2,967916898,crime
3625,608,3,966561780,crime
5531,2985,3,959621097,action
2853,1136,5,972507127,comedy
687,1380,5,975692368,comedy
533,481,4,976219653,drama
1224,3834,4,975167480,adventure
536,1387,5,976137323,action
877,3273,1,975273561,horror
5831,2288,4,957893887,action
3208,541,3,968552452,film-noir
1134,1288,5,974882084,comedy
996,3751,4,975839373,animation
258,930,4,976672821,film-noir
5394,1537,4,961438268,comedy
3502,562,5,966992468,comedy
3228,1258,5,968416405,horror
5788,3308,3,958109607,comedy
3854,3753,4,965872984,action
1726,260,5,974704638,action
3895,999,3,965783703,crime
5488,367,2,959819847,comedy
1553,2081,4,974741588,animation
813,539,3,975393209,comedy
3695,25,4,966377460,drama
1347,215,5,997416386,drama
1015,953,5,981860072,drama
4407,2505,4,965157417,thriller
4041,1199,5,965511178,sci-fi
550,1171,5,976067930,comedy
984,466,3,975120645,action
5473,1645,5,1012590248,crime
3170,1961,4,968806611,drama
4362,434,1,965187642,action
1726,3439,1,974704946,action
4197,3363,3,965323594,comedy
3272,3385,3,971259553,comedy
1958,1753,2,1027962720,comedy
5519,3725,5,960431587,animation
1358,1356,3,974769838,action
5301,25,1,960976339,drama
163,2598,1,978232060,comedy
105,2872,4,977544322,action
3439,780,4,967319048,action
3028,1374,5,970439767,action
4128,1490,2,965354016,comedy
3519,3481,5,966957633,comedy
880,3901,3,975262838,comedy
1137,3909,2,975125751,comedy
1404,2080,4,974765032,animation
3734,3635,3,966194148,action
1951,3865,2,974700456,comedy
5356,565,3,960595504,horror
1010,333,3,975221996,comedy
4551,3533,5,966879941,drama
5026,3715,1,962776822,comedy
2962,908,3,977168990,drama
4476,3504,4,965058430,comedy
4957,162,3,962904928,documentary
1675,1772,3,975244139,action
3184,2289,4,968767097,comedy
4026,2318,1,965519646,comedy
715,908,5,975533627,drama
38,364,4,978046270,animation
1980,3129,4,974689192,comedy
2747,1175,5,973211035,comedy
461,1240,4,976230946,action
2162,920,5,974616865,drama
531,1220,2,978729014,action
5321,2289,3,960861513,comedy
839,2088,2,980815833,adventure
2015,3031,2,988421302,comedy
5798,2289,4,958060121,comedy
4306,1036,4,965263150,action
2665,1020,2,974665962,comedy
1982,231,4,1022309560,comedy
4156,198,4,965341463,action
123,1994,3,979325398,horror
2962,3683,3,977246612,drama
4728,3394,3,963354665,comedy
1408,2490,2,974762819,action
3081,2253,3,969801015,action
1390,1608,4,991715969,action
1179,2944,3,974868282,action
5483,1517,5,959888444,comedy
2515,1876,4,974070919,action
4404,188,2,965157334,horror
4169,3870,5,967164532,drama
1305,2677,5,974785178,documentary
5753,1278,5,958272609,comedy
278,3576,5,976586292,action
4261,1287,4,965307649,action
407,3105,3,976288634,drama
163,3408,3,977217666,drama
5251,2997,4,961342925,comedy
4591,1566,3,964305056,adventure
4310,345,3,965259287,comedy
3614,1954,3,966604436,action
4771,1299,4,963446010,drama
3128,1617,5,969292265,crime
2887,2422,3,972141683,action
1680,3764,1,974839307,action
1448,1392,5,976138556,comedy
26,2335,2,978140566,comedy
272,2359,3,976695555,comedy
1943,3698,5,974766282,action
563,3660,1,976046466,horror
3436,1263,5,970714324,drama
4861,3720,4,964405336,drama
3484,1876,3,967063103,action
4252,21,4,965307582,action
4049,736,3,965498193,action
1778,1863,2,975556471,comedy
2776,2296,4,973055424,comedy
2008,1955,2,974677144,drama
4361,1127,3,966707377,action
5090,3793,5,982694875,action
4560,1722,4,964815506,action
5418,780,1,960184663,action
2307,2336,4,976892825,drama
5953,1722,4,957143261,action
840,1193,5,976207677,drama
4033,2770,4,965512659,comedy
5367,3591,2,960504493,comedy
3775,2247,3,966039497,comedy
4079,3204,5,965444560,thriller
3151,3020,3,968912968,action
3792,2126,3,980433760,action
5333,1240,5,960831876,action
872,1148,4,975341572,animation
1948,653,1,974695188,action
4194,45,5,965327062,comedy
5515,1240,3,959704292,action
529,2987,4,977449252,adventure
5972,3698,3,959717703,action
5359,3723,5,960547519,drama
2575,3197,3,973905981,action
1896,1964,4,975272052,drama
1624,635,5,975589779,comedy
4821,2797,4,962931273,comedy
4531,2348,3,964740447,drama
1193,3210,4,974854090,comedy
4018,1197,4,965526874,action
4048,1588,5,965500952,children's
4809,1945,3,962935627,crime
3550,3868,4,966986523,comedy
629,3898,3,975783216,action
780,1876,5,975437043,action
2812,2916,3,972699375,action
5755,3072,4,958265655,comedy
392,303,2,977263448,action
2820,3535,4,978395290,comedy
4578,1200,4,964390415,action
5553,924,4,959456949,drama
4448,994,5,966283463,drama
3760,58,3,966096992,drama
1449,2111,3,975518984,comedy
457,1268,3,976393394,drama
1019,936,4,975007978,comedy
5232,1252,4,961459422,film-noir
3499,1475,2,967229532,romance
3762,2455,1,966434589,horror
2088,2571,4,974654917,action
5744,1177,5,958364933,drama
179,2525,1,977092656,action
1306,1565,5,1011769819,comedy
2309,1704,4,974488299,drama
846,590,4,975559889,adventure
424,3732,4,1036515435,horror
1853,2300,4,975018729,comedy
4553,1204,5,964554833,adventure
3551,1219,4,966821772,horror
1980,3210,4,974772603,comedy
1897,930,5,976158442,film-noir
1880,2520,3,975382630,drama
97,3735,4,977621924,crime
2226,1307,2,974597990,comedy
4373,1278,5,965180261,comedy
92,1566,3,986187275,adventure
990,1148,4,975871932,animation
2023,1030,3,1006290925,adventure
5107,1846,1,962338522,drama
1722,2647,4,974706059,horror
4995,1307,4,962595956,comedy
3340,3148,5,976916071,drama
736,2571,5,975479114,action
5720,2815,1,958577227,action
3635,2441,4,966516448,drama
5738,1573,2,958417052,action
4532,1186,4,964736705,drama
3391,31,1,967668301,drama
2692,144,4,973318116,comedy
4388,1127,4,965218802,action
2500,2816,3,974087787,action
1836,1719,5,974825419,drama
835,2660,4,975361383,sci-fi
4315,1407,4,965306683,horror
3546,1259,3,967024297,adventure
3828,540,2,965931879,thriller
5283,1069,3,961166687,film-noir
3862,3751,5,965855553,animation
2607,457,3,973728629,action
2017,1485,4,974673372,comedy
1053,1645,3,974953175,crime
4055,1810,3,965495385,drama
5337,915,5,960747147,comedy
3054,2671,3,987020605,comedy
5312,2526,3,962157117,sci-fi
4555,2393,2,964546579,action
4995,3160,3,968298421,drama
1639,3225,1,977970585,comedy
5432,1222,3,960060458,action
5229,485,3,961464771,action
2131,3175,4,994547417,adventure
1442,3948,1,974757197,comedy
1812,2640,4,974704736,action
5367,1301,3,960511683,sci-fi
4666,2944,4,964810020,action
5166,1389,2,961902982,action
475,2985,4,976220812,action
1021,750,5,995045392,sci-fi
1086,2701,3,975010797,action
2116,2448,2,976155396,horror
3985,287,2,965626076,comedy
2038,1264,4,974672871,action
3724,2968,4,966224622,adventure
1524,34,3,981318715,children's
2000,1639,5,986263133,drama
4001,3254,2,965572684,comedy
5723,198,3,999112645,action
3841,269,3,965999165,drama
1017,3026,2,975013140,horror
1449,322,3,983972386,comedy
2237,3809,4,974599781,comedy
4140,1285,2,965350494,comedy
3272,2393,4,968279976,action
4784,2683,3,970000531,comedy
4387,3107,4,965430744,action
3292,937,3,968097692,comedy
2926,3264,5,1006658419,comedy
5458,2321,4,1014962339,comedy
5641,587,4,958925889,comedy
3988,1456,1,965708260,comedy
4955,595,3,962637636,animation
3067,303,4,996605480,action
3971,3399,3,965860025,children's
3989,543,3,965602745,comedy
1683,2151,3,974711117,comedy
3887,1147,4,965803355,documentary
3007,1711,5,970541466,comedy
4956,3070,4,962637152,adventure
392,2359,4,976304339,comedy
939,1278,5,975191451,comedy
3396,2804,3,967484422,comedy
4523,368,4,965846864,action
302,112,2,976503605,action
673,781,4,975620786,drama
4048,1840,2,965505320,drama
12,3658,4,978220216,sci-fi
911,1370,2,975256467,action
3163,1024,3,969049941,animation
86,153,4,977696676,action
2592,1008,5,973826678,western
3483,1831,3,986328244,action
2544,68,3,978823054,comedy
3454,2174,3,967238310,comedy
2076,1997,4,976119268,horror
1019,3260,3,975010058,drama
2733,1111,5,973233341,documentary
5543,1845,5,959515458,comedy
5367,1037,3,960511780,action
3825,62,4,965943807,drama
4790,1784,2,970350285,comedy
1255,2599,4,974824492,comedy
3976,2020,5,965651579,drama
3762,3702,4,966093437,action
3562,1610,3,966789420,action
5754,1210,3,958269604,action
724,3751,3,975521546,animation
338,3793,5,976344384,action
4456,2033,1,965230150,animation
3942,3087,3,966788324,comedy
1129,1917,4,974906820,action
5646,24,1,958873491,drama
2641,1358,5,973567775,drama
1264,1954,4,974819703,action
546,1824,4,976068992,comedy
802,22,4,975404319,crime
4472,3404,5,965064165,action
319,3712,3,976422279,comedy
3705,3098,3,966285666,drama
2116,1373,4,980208094,action
4611,224,3,964154134,comedy
5054,2130,3,962487699,crime
1778,457,5,974781588,action
2180,3661,1,974608884,horror
5087,1210,4,962397474,action
5662,1620,4,958777015,crime
1600,2012,4,974755702,comedy
4261,709,3,965305550,animation
1128,2872,4,974908145,action
275,2657,1,976591775,comedy
5319,1704,4,960872151,drama
4284,611,2,965277736,action
1680,3185,3,974841802,drama
716,3267,4,975532430,action
5831,2918,4,957896484,comedy
3315,39,5,967942029,comedy
4442,2946,5,965094209,comedy
4819,2707,5,962923005,thriller
4285,2109,4,965280330,comedy
4416,2060,2,965136405,comedy
765,112,4,975611938,action
4388,798,3,965218058,action
1099,3082,3,974926530,action
695,2903,3,975603068,horror
5193,3683,5,961702445,drama
2880,2291,3,989098263,drama
3800,1259,3,966079579,adventure
2092,2932,5,978302715,drama
710,1306,3,978376129,drama
2424,364,3,974691898,animation
5113,1277,5,971968326,action
526,110,4,976161635,action
2986,2750,4,970812678,comedy
2567,589,3,973961721,action
721,2320,3,975776658,drama
5650,1525,1,958866452,action
425,1256,4,976281277,comedy
5621,2105,3,959122798,action
3057,36,5,970593277,drama
4745,492,5,963249123,comedy
1340,3147,3,974786152,drama
999,2410,4,975046219,action
3913,440,4,965765946,comedy
4285,3740,5,965280370,action
223,266,1,976904660,drama
3142,3169,4,968990474,drama
881,1593,3,975263758,comedy
655,3471,3,975699049,drama
2730,2020,4,973262866,drama
2645,11,3,973559712,comedy
1978,2306,3,994786649,comedy
854,3261,4,975347702,comedy
909,1252,5,975207091,film-noir
4483,380,3,965019155,action
1458,260,5,989959153,action
1679,2881,3,974709015,action
265,1220,5,976648575,action
1040,1268,4,974977955,drama
5744,465,4,958364507,action
5522,923,5,960090798,drama
2261,1682,4,974583321,drama
3910,1391,4,965755808,action
5755,3550,4,958281433,horror
3641,2706,4,966483222,comedy
5963,999,2,957235138,crime
3224,1217,4,968541988,drama
4785,1270,4,963002592,comedy
3681,2871,5,967065867,adventure
1228,296,5,974837243,crime
2092,2571,3,974670320,action
1676,2413,5,974711047,comedy
3677,2902,3,966364283,horror
2149,3481,4,974620717,comedy
3589,2613,2,1019403208,action
1199,43,2,974847297,drama
3271,356,5,968200718,comedy
5621,3471,2,959119823,drama
1583,2247,1,974735891,comedy
1000,2194,5,975041210,action
5306,2763,5,960938915,action
3441,1200,3,1009696891,action
1176,2947,5,974858497,action
2523,1213,5,974064728,crime
4425,110,3,965114240,action
1317,1997,5,975209795,horror
59,3246,3,1041967475,drama
360,2899,4,976316703,adventure
4279,1265,5,965287500,comedy
810,1913,3,975395267,drama
2344,3448,4,974415296,comedy
3178,2947,4,993167155,action
1998,1250,4,975938333,drama
1897,2622,3,1037928888,comedy
508,2553,4,976208471,horror
400,2145,4,976293455,comedy
5239,1286,4,961443003,drama
4926,1196,3,962662456,action
2295,1127,5,974507179,action
1408,507,3,974762819,action
5647,2628,3,958872573,action
5514,3082,5,959708337,action
5826,923,3,957896680,drama
2181,1199,2,974666507,sci-fi
793,2080,5,975423406,animation
3842,1346,2,965918658,horror
3271,2000,4,968196833,action
225,1729,3,976832446,crime
2873,2485,3,972415195,comedy
1586,921,5,974735931,comedy
2648,2366,2,973793375,action
2736,1089,2,973389577,crime
5396,596,5,960312442,animation
2651,2985,4,973537383,action
26,267,2,978140520,comedy
1754,1884,5,974703518,comedy
1600,2273,4,974732616,action
5846,2348,4,957792840,drama
2102,233,3,974656035,drama
3855,1617,4,965872582,crime
3361,2344,3,967683457,action
1260,1921,3,976137886,sci-fi
3195,2091,2,968642241,children's
1389,1050,4,994393740,documentary
1884,2203,5,974762922,film-noir
4449,2395,4,965088262,comedy
4962,527,5,963094255,drama
193,1694,4,977019035,drama
3687,1204,3,966319743,adventure
1752,474,4,975729941,action
3621,2641,3,966575148,action
2562,2231,3,973980378,crime
1272,590,3,974818070,adventure
4064,1250,5,965476361,drama
2995,1645,5,970771117,crime
714,2826,4,975537036,action
3547,1366,4,966836832,drama
386,1466,3,976299699,crime
216,3098,3,976869120,drama
3315,45,4,967944744,comedy
3087,1544,4,969684065,action
3885,2002,4,967650214,action
95,10,4,977626958,action
3213,3408,4,968517803,drama
1218,2076,5,975691336,drama
1306,1589,5,974786180,crime
4946,111,3,962642805,drama
2589,2288,3,973866888,action
124,678,5,983726928,drama
1856,541,5,974696294,film-noir
235,2321,5,977100785,comedy
1941,1967,3,974854645,adventure
5550,2763,4,959470014,action
4492,3746,5,965005981,drama
2090,2371,4,974766359,comedy
5442,2762,5,959980098,thriller
1450,1513,4,974770137,comedy
4972,3660,2,962606667,horror
5697,2021,5,958589721,fantasy
3607,2805,3,966612572,comedy
4186,2202,3,965329199,drama
4323,292,3,965249365,action
4899,3396,5,969320833,children's
1377,3758,1,974769727,drama
2010,610,2,974677436,action
4217,110,5,965317610,action
4130,3435,4,965351295,crime
4964,1961,4,962620822,drama
2216,858,5,974600746,action
1632,434,1,974716223,action
5373,480,1,960466611,action
1511,3730,5,974748154,drama
5963,319,3,957021876,thriller
5646,3471,3,958874382,drama
1817,329,2,974701265,action
3136,3793,5,969055607,action
2874,21,3,972413420,action
2109,3301,4,974668767,comedy
1926,3927,3,974691029,adventure
368,165,3,979087859,action
1584,194,5,974965747,drama
1715,2769,5,1000753408,crime
3476,1690,1,968807953,action
3242,1278,4,968353640,comedy
893,3753,3,975228774,action
2190,3039,4,1024857873,comedy
